Entity,Code,Date,Confirmed COVID-19 cases per million people (cases per million),Year,GDP per capita (international-$)
Curacao,CUW,"May 16, 2020",97.502,,
Curacao,CUW,"May 17, 2020",97.502,,
Curacao,CUW,"May 18, 2020",97.502,,
Curacao,CUW,"May 19, 2020",97.502,,
Cyprus,CYP,"Dec 31, 2019",,2017,32415.1322300794
Cyprus,CYP,"Jan 1, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 2, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 3, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 4, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 5, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 6, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 7, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 8, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 9, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 10, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 11, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 12, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 13, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 14, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 15, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 16, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 17, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 18, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 19, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 20, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 21, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 22, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 23, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 24, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 25, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 26, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 27, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 28, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 29, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 30, 2020",,2017,32415.1322300794
Cyprus,CYP,"Jan 31, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 1, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 2, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 3, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 4, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 5, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 6, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 7, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 8, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 9, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 10, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 11, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 12, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 13, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 14, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 15, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 16, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 17, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 18, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 19, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 20, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 21, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 22, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 23, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 24, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 25, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 26, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 27, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 28, 2020",,2017,32415.1322300794
Cyprus,CYP,"Feb 29, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 1, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 2, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 3, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 4, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 5, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 6, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 7, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 8, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 9, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 10, 2020",2.283,2017,32415.1322300794
Cyprus,CYP,"Mar 11, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 12, 2020",6.85,2017,32415.1322300794
Cyprus,CYP,"Mar 13, 2020",,2017,32415.1322300794
Cyprus,CYP,"Mar 14, 2020",15.984,2017,32415.1322300794
Cyprus,CYP,"Mar 15, 2020",23.975,2017,32415.1322300794
Cyprus,CYP,"Mar 16, 2020",34.251,2017,32415.1322300794
Cyprus,CYP,"Mar 17, 2020",45.667,2017,32415.1322300794
Cyprus,CYP,"Mar 18, 2020",45.667,2017,32415.1322300794
Cyprus,CYP,"Mar 19, 2020",66.218,2017,32415.1322300794
Cyprus,CYP,"Mar 20, 2020",66.218,2017,32415.1322300794
Cyprus,CYP,"Mar 21, 2020",76.493,2017,32415.1322300794
Cyprus,CYP,"Mar 22, 2020",95.901,2017,32415.1322300794
Cyprus,CYP,"Mar 23, 2020",108.46,2017,32415.1322300794
Cyprus,CYP,"Mar 24, 2020",132.435,2017,32415.1322300794
Cyprus,CYP,"Mar 25, 2020",141.569,2017,32415.1322300794
Cyprus,CYP,"Mar 26, 2020",150.702,2017,32415.1322300794
Cyprus,CYP,"Mar 27, 2020",166.686,2017,32415.1322300794
Cyprus,CYP,"Mar 28, 2020",184.953,2017,32415.1322300794
Cyprus,CYP,"Mar 29, 2020",204.361,2017,32415.1322300794
Cyprus,CYP,"Mar 30, 2020",244.32,2017,32415.1322300794
Cyprus,CYP,"Mar 31, 2020",262.587,2017,32415.1322300794
Cyprus,CYP,"Apr 1, 2020",299.121,2017,32415.1322300794
Cyprus,CYP,"Apr 2, 2020",365.339,2017,32415.1322300794
Cyprus,CYP,"Apr 3, 2020",406.44,2017,32415.1322300794
Cyprus,CYP,"Apr 4, 2020",452.107,2017,32415.1322300794
Cyprus,CYP,"Apr 5, 2020",486.357,2017,32415.1322300794
Cyprus,CYP,"Apr 6, 2020",509.191,2017,32415.1322300794
Cyprus,CYP,"Apr 7, 2020",530.883,2017,32415.1322300794
Cyprus,CYP,"Apr 8, 2020",563.992,2017,32415.1322300794
Cyprus,CYP,"Apr 9, 2020",600.526,2017,32415.1322300794
Cyprus,CYP,"Apr 10, 2020",643.91,2017,32415.1322300794
Cyprus,CYP,"Apr 11, 2020",679.302,2017,32415.1322300794
Cyprus,CYP,"Apr 12, 2020",703.277,2017,32415.1322300794
Cyprus,CYP,"Apr 13, 2020",722.686,2017,32415.1322300794
Cyprus,CYP,"Apr 14, 2020",755.795,2017,32415.1322300794
Cyprus,CYP,"Apr 15, 2020",793.47,2017,32415.1322300794
Cyprus,CYP,"Apr 16, 2020",816.304,2017,32415.1322300794
Cyprus,CYP,"Apr 17, 2020",839.138,2017,32415.1322300794
Cyprus,CYP,"Apr 18, 2020",839.138,2017,32415.1322300794
Cyprus,CYP,"Apr 19, 2020",868.822,2017,32415.1322300794
Cyprus,CYP,"Apr 20, 2020",875.672,2017,32415.1322300794
Cyprus,CYP,"Apr 21, 2020",881.38,2017,32415.1322300794
Cyprus,CYP,"Apr 22, 2020",895.08,2017,32415.1322300794
Cyprus,CYP,"Apr 23, 2020",901.93,2017,32415.1322300794
Cyprus,CYP,"Apr 24, 2020",907.639,2017,32415.1322300794
Cyprus,CYP,"Apr 25, 2020",917.914,2017,32415.1322300794
Cyprus,CYP,"Apr 26, 2020",924.764,2017,32415.1322300794
Cyprus,CYP,"Apr 27, 2020",932.756,2017,32415.1322300794
Cyprus,CYP,"Apr 28, 2020",938.464,2017,32415.1322300794
Cyprus,CYP,"Apr 29, 2020",955.59,2017,32415.1322300794
Cyprus,CYP,"Apr 30, 2020",962.44,2017,32415.1322300794
Cyprus,CYP,"May 1, 2020",970.432,2017,32415.1322300794
Cyprus,CYP,"May 2, 2020",978.423,2017,32415.1322300794
Cyprus,CYP,"May 3, 2020",986.415,2017,32415.1322300794
Cyprus,CYP,"May 4, 2020",995.549,2017,32415.1322300794
Cyprus,CYP,"May 5, 2020",997.832,2017,32415.1322300794
Cyprus,CYP,"May 6, 2020",1002.399,2017,32415.1322300794
Cyprus,CYP,"May 7, 2020",1008.107,2017,32415.1322300794
Cyprus,CYP,"May 8, 2020",1014.957,2017,32415.1322300794
Cyprus,CYP,"May 9, 2020",1017.241,2017,32415.1322300794
Cyprus,CYP,"May 10, 2020",1018.382,2017,32415.1322300794
Cyprus,CYP,"May 11, 2020",1025.232,2017,32415.1322300794
Cyprus,CYP,"May 12, 2020",1028.657,2017,32415.1322300794
Cyprus,CYP,"May 13, 2020",1030.941,2017,32415.1322300794
Cyprus,CYP,"May 14, 2020",1033.224,2017,32415.1322300794
Cyprus,CYP,"May 15, 2020",1035.508,2017,32415.1322300794
Cyprus,CYP,"May 16, 2020",1038.933,2017,32415.1322300794
Cyprus,CYP,"May 17, 2020",1043.499,2017,32415.1322300794
Cyprus,CYP,"May 18, 2020",1045.783,2017,32415.1322300794
Cyprus,CYP,"May 19, 2020",1046.924,2017,32415.1322300794
Czech Republic,CZE,"Dec 31, 2019",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 1, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 2, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 3, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 4, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 5, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 6, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 7, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 8, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 9, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 10, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 11, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 12, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 13, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 14, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 15, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 16, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 17, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 18, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 19, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 20, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 21, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 22, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 23, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 24, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 25, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 26, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 27, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 28, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 29, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 30, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Jan 31, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 1, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 2, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 3, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 4, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 5, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 6, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 7, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 8, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 9, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 10, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 11, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 12, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 13, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 14, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 15, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 16, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 17, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 18, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 19, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 20, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 21, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 22, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 23, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 24, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 25, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 26, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 27, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 28, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Feb 29, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Mar 1, 2020",0,2017,32605.9063265661
Czech Republic,CZE,"Mar 2, 2020",0.28,2017,32605.9063265661
Czech Republic,CZE,"Mar 3, 2020",0.467,2017,32605.9063265661
Czech Republic,CZE,"Mar 4, 2020",0.467,2017,32605.9063265661
Czech Republic,CZE,"Mar 5, 2020",0.747,2017,32605.9063265661
Czech Republic,CZE,"Mar 6, 2020",1.121,2017,32605.9063265661
Czech Republic,CZE,"Mar 7, 2020",1.774,2017,32605.9063265661
Czech Republic,CZE,"Mar 8, 2020",2.428,2017,32605.9063265661
Czech Republic,CZE,"Mar 9, 2020",2.988,2017,32605.9063265661
Czech Republic,CZE,"Mar 10, 2020",3.735,2017,32605.9063265661
Czech Republic,CZE,"Mar 11, 2020",5.883,2017,32605.9063265661
Czech Republic,CZE,"Mar 12, 2020",8.778,2017,32605.9063265661
Czech Republic,CZE,"Mar 13, 2020",10.832,2017,32605.9063265661
Czech Republic,CZE,"Mar 14, 2020",14.007,2017,32605.9063265661
Czech Republic,CZE,"Mar 15, 2020",19.983,2017,32605.9063265661
Czech Republic,CZE,"Mar 16, 2020",27.827,2017,32605.9063265661
Czech Republic,CZE,"Mar 17, 2020",32.123,2017,32605.9063265661
Czech Republic,CZE,"Mar 18, 2020",40.527,2017,32605.9063265661
Czech Republic,CZE,"Mar 19, 2020",48.744,2017,32605.9063265661
Czech Republic,CZE,"Mar 20, 2020",64.805,2017,32605.9063265661
Czech Republic,CZE,"Mar 21, 2020",84.415,2017,32605.9063265661
Czech Republic,CZE,"Mar 22, 2020",92.913,2017,32605.9063265661
Czech Republic,CZE,"Mar 23, 2020",108.787,2017,32605.9063265661
Czech Republic,CZE,"Mar 24, 2020",115.417,2017,32605.9063265661
Czech Republic,CZE,"Mar 25, 2020",130.171,2017,32605.9063265661
Czech Republic,CZE,"Mar 26, 2020",154.45,2017,32605.9063265661
Czech Republic,CZE,"Mar 27, 2020",192.549,2017,32605.9063265661
Czech Republic,CZE,"Mar 28, 2020",212.812,2017,32605.9063265661
Czech Republic,CZE,"Mar 29, 2020",248.67,2017,32605.9063265661
Czech Republic,CZE,"Mar 30, 2020",264.171,2017,32605.9063265661
Czech Republic,CZE,"Mar 31, 2020",280.325,2017,32605.9063265661
Czech Republic,CZE,"Apr 1, 2020",308.9,2017,32605.9063265661
Czech Republic,CZE,"Apr 2, 2020",335.139,2017,32605.9063265661
Czech Republic,CZE,"Apr 3, 2020",360.258,2017,32605.9063265661
Czech Republic,CZE,"Apr 4, 2020",391.26,2017,32605.9063265661
Czech Republic,CZE,"Apr 5, 2020",417.593,2017,32605.9063265661
Czech Republic,CZE,"Apr 6, 2020",428.332,2017,32605.9063265661
Czech Republic,CZE,"Apr 7, 2020",450.276,2017,32605.9063265661
Czech Republic,CZE,"Apr 8, 2020",468.485,2017,32605.9063265661
Czech Republic,CZE,"Apr 9, 2020",496.032,2017,32605.9063265661
Czech Republic,CZE,"Apr 10, 2020",520.031,2017,32605.9063265661
Czech Republic,CZE,"Apr 11, 2020",535.252,2017,32605.9063265661
Czech Republic,CZE,"Apr 12, 2020",551.126,2017,32605.9063265661
Czech Republic,CZE,"Apr 13, 2020",559.437,2017,32605.9063265661
Czech Republic,CZE,"Apr 14, 2020",565.787,2017,32605.9063265661
Czech Republic,CZE,"Apr 15, 2020",573.444,2017,32605.9063265661
Czech Republic,CZE,"Apr 16, 2020",588.571,2017,32605.9063265661
Czech Republic,CZE,"Apr 17, 2020",600.711,2017,32605.9063265661
Czech Republic,CZE,"Apr 18, 2020",611.543,2017,32605.9063265661
Czech Republic,CZE,"Apr 19, 2020",621.348,2017,32605.9063265661
Czech Republic,CZE,"Apr 20, 2020",633.767,2017,32605.9063265661
Czech Republic,CZE,"Apr 21, 2020",645.626,2017,32605.9063265661
Czech Republic,CZE,"Apr 22, 2020",657.485,2017,32605.9063265661
Czech Republic,CZE,"Apr 23, 2020",666.357,2017,32605.9063265661
Czech Republic,CZE,"Apr 24, 2020",671.212,2017,32605.9063265661
Czech Republic,CZE,"Apr 25, 2020",679.15,2017,32605.9063265661
Czech Republic,CZE,"Apr 26, 2020",686.527,2017,32605.9063265661
Czech Republic,CZE,"Apr 27, 2020",691.382,2017,32605.9063265661
Czech Republic,CZE,"Apr 28, 2020",695.584,2017,32605.9063265661
Czech Republic,CZE,"Apr 29, 2020",700.72,2017,32605.9063265661
Czech Republic,CZE,"Apr 30, 2020",707.724,2017,32605.9063265661
Czech Republic,CZE,"May 1, 2020",717.342,2017,32605.9063265661
Czech Republic,CZE,"May 2, 2020",722.478,2017,32605.9063265661
Czech Republic,CZE,"May 3, 2020",724.158,2017,32605.9063265661
Czech Republic,CZE,"May 4, 2020",726.586,2017,32605.9063265661
Czech Republic,CZE,"May 5, 2020",730.135,2017,32605.9063265661
Czech Republic,CZE,"May 6, 2020",737.325,2017,32605.9063265661
Czech Republic,CZE,"May 7, 2020",744.609,2017,32605.9063265661
Czech Republic,CZE,"May 8, 2020",749.931,2017,32605.9063265661
Czech Republic,CZE,"May 9, 2020",754.227,2017,32605.9063265661
Czech Republic,CZE,"May 10, 2020",755.908,2017,32605.9063265661
Czech Republic,CZE,"May 11, 2020",758.522,2017,32605.9063265661
Czech Republic,CZE,"May 12, 2020",763.471,2017,32605.9063265661
Czech Republic,CZE,"May 13, 2020",767.673,2017,32605.9063265661
Czech Republic,CZE,"May 14, 2020",772.156,2017,32605.9063265661
Czech Republic,CZE,"May 15, 2020",779.813,2017,32605.9063265661
Czech Republic,CZE,"May 16, 2020",784.949,2017,32605.9063265661
Czech Republic,CZE,"May 17, 2020",789.524,2017,32605.9063265661
Czech Republic,CZE,"May 18, 2020",791.392,2017,32605.9063265661
Czech Republic,CZE,"May 19, 2020",801.757,2017,32605.9063265661
Democratic Republic of Congo,COD,"Dec 31, 2019",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 1, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 2, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 3, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 4, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 5, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 6, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 7, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 8, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 9, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 10, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 11, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 12, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 13, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 14, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 15, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 16, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 17, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 18, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 19, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 20, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 21, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 22, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 23, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 24, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 25, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 26, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 27, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 28, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 29, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 30, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Jan 31, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 1, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 2, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 3, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 4, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 5, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 6, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 7, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 8, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 9, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 10, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 11, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 12, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 13, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 14, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 15, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 16, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 17, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 18, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 19, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 20, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 21, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 22, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 23, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 24, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 25, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 26, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 27, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 28, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Feb 29, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 1, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 2, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 3, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 4, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 5, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 6, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 7, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 8, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 9, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 10, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 11, 2020",0.011,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 12, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 13, 2020",,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 14, 2020",0.022,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 15, 2020",0.022,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 16, 2020",0.022,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 17, 2020",0.033,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 18, 2020",0.033,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 19, 2020",0.156,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 20, 2020",0.156,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 21, 2020",0.156,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 22, 2020",0.257,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 23, 2020",0.29,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 24, 2020",0.29,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 25, 2020",0.502,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 26, 2020",0.502,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 27, 2020",0.603,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 28, 2020",0.648,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 29, 2020",0.648,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 30, 2020",0.904,2017,808.133213366763
Democratic Republic of Congo,COD,"Mar 31, 2020",1.094,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 1, 2020",1.094,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 2, 2020",1.373,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 3, 2020",1.373,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 4, 2020",1.496,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 5, 2020",1.719,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 6, 2020",1.719,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 7, 2020",1.798,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 8, 2020",2.01,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 9, 2020",2.043,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 10, 2020",2.401,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 11, 2020",2.49,2017,808.133213366763
Democratic Republic of Congo,COD,"Apr 12, 2020",2.613,2017,808.133213366763
