Province,Last_Update,Country_Region,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Continent
US/Delaware,2020-03-14,US,39.318523,-56.64992809249999,7.0,0.0,0.0,0.0,Americas
US/Kansas,2020-03-14,US,38.5266,-96.66246899853658,8.0,1.0,0.0,0.0,Americas
US/Massachusetts,2020-03-14,US,42.2302,-66.46440351071429,164.0,0.0,1.0,0.0,Americas
US/Mississippi,2020-03-14,US,32.88213839552631,-88.56565681493977,10.0,0.0,0.0,0.0,Americas
US/Nevada,2020-03-14,US,39.347973615624994,-105.80693274000001,24.0,0.0,0.0,0.0,Americas
US/New Hampshire,2020-03-14,US,43.478972876,-64.447023466,13.0,0.0,0.0,0.0,Americas
US/Oklahoma,2020-03-14,US,35.565342,-92.94360247599998,7.0,0.0,0.0,0.0,Americas
US/Pennsylvania,2020-03-14,US,40.81807835477612,-77.209755,66.0,0.0,0.0,0.0,Americas
US/Puerto Rico,2020-03-14,US,18.2208,-66.5901,5.0,0.0,0.0,0.0,Americas
US/Rhode Island,2020-03-14,US,41.6809,-59.553420915000004,20.0,0.0,0.0,0.0,Americas
US/South Carolina,2020-03-14,US,33.984007414523816,-80.92424975880951,28.0,0.0,0.0,0.0,Americas
US/South Dakota,2020-03-14,US,44.2998,-98.54136306000001,9.0,1.0,0.0,0.0,Americas
US/Tennessee,2020-03-14,US,35.88510221221052,-83.96382623373495,39.0,0.0,0.0,0.0,Americas
US/Vermont,2020-03-14,US,44.159495798571434,-67.11913334769231,8.0,0.0,0.0,0.0,Americas
"US/Virgin Islands, U.S.",2020-03-14,US,18.3358,-64.8963,1.0,0.0,0.0,0.0,Americas
Uruguay,2020-03-14,Uruguay,-32.5228,-55.7658,4.0,0.0,0.0,0.0,Americas
Afghanistan,2020-03-15,Afghanistan,33.93911,67.71,16.0,0.0,0.0,0.0,Asia
Albania,2020-03-15,Albania,41.1533,20.1683,42.0,1.0,0.0,0.0,Europe
Algeria,2020-03-15,Algeria,28.0339,1.6596,48.0,4.0,12.0,0.0,Africa
Antigua and Barbuda,2020-03-15,Antigua and Barbuda,17.0608,-61.7964,1.0,0.0,0.0,0.0,Americas
Argentina,2020-03-15,Argentina,-38.4161,-63.6167,45.0,2.0,1.0,0.0,Americas
Armenia,2020-03-15,Armenia,40.0691,45.0382,26.0,0.0,0.0,0.0,Asia
Australia/New South Wales,2020-03-15,Australia,-33.8688,151.2093,134.0,2.0,4.0,0.0,Oceania
Australia/Queensland,2020-03-15,Australia,-27.4698,153.4,61.0,0.0,8.0,0.0,Oceania
Australia/South Australia,2020-03-15,Australia,-34.9285,138.6007,20.0,0.0,3.0,0.0,Oceania
Australia/Tasmania,2020-03-15,Australia,-41.4545,147.3272,6.0,0.0,0.0,0.0,Oceania
Australia/Victoria,2020-03-15,Australia,-37.8136,144.9631,57.0,0.0,8.0,0.0,Oceania
Austria,2020-03-15,Austria,47.5162,14.5501,860.0,1.0,6.0,0.0,Europe
Bangladesh,2020-03-15,Bangladesh,23.685,90.3563,5.0,0.0,0.0,0.0,Asia
Belgium,2020-03-15,Belgium,50.8333,4.469936,886.0,4.0,1.0,0.0,Europe
Bosnia and Herzegovina,2020-03-15,Bosnia and Herzegovina,43.9159,17.6791,24.0,0.0,0.0,0.0,Europe
Brazil,2020-03-15,Brazil,-14.235,-51.9253,162.0,0.0,0.0,0.0,Americas
Brunei,2020-03-15,Brunei,4.5353,114.7277,50.0,0.0,0.0,0.0,Asia
Bulgaria,2020-03-15,Bulgaria,42.7339,25.4858,51.0,2.0,0.0,0.0,Europe
Canada/Alberta,2020-03-15,Canada,53.9333,-116.5765,39.0,0.0,0.0,0.0,Americas
Canada/British Columbia,2020-03-15,Canada,53.7267,-123.1207,73.0,1.0,4.0,0.0,Americas
Canada/New Brunswick,2020-03-15,Canada,46.5653,-66.4619,2.0,0.0,0.0,0.0,Americas
Canada/Newfoundland and Labrador,2020-03-15,Canada,53.1355,-57.6604,1.0,0.0,0.0,0.0,Americas
Canada/Ontario,2020-03-15,Canada,51.2538,-85.3232,104.0,0.0,4.0,0.0,Americas
Canada/Prince Edward Island,2020-03-15,Canada,46.5107,-63.4168,1.0,0.0,0.0,0.0,Americas
Canada/Quebec,2020-03-15,Canada,52.9399,-73.5491,24.0,0.0,0.0,0.0,Americas
Central African Republic,2020-03-15,Central African Republic,6.6111,20.9394,1.0,0.0,0.0,0.0,Africa
China/Beijing,2020-03-15,China,40.1824,116.4142,442.0,8.0,353.0,0.0,Asia
China/Chongqing,2020-03-15,China,30.0572,107.874,576.0,6.0,570.0,0.0,Asia
China/Gansu,2020-03-15,China,37.8099,103.8343,133.0,2.0,91.0,0.0,Asia
China/Guangdong,2020-03-15,China,23.3417,113.4244,1360.0,8.0,1304.0,0.0,Asia
China/Heilongjiang,2020-03-15,China,47.862,127.7615,482.0,13.0,453.0,0.0,Asia
China/Hong Kong,2020-03-15,China,22.3,114.2,145.0,4.0,81.0,0.0,Asia
China/Hubei,2020-03-15,China,30.9756,112.2707,67794.0,3085.0,54288.0,0.0,Asia
China/Jiangsu,2020-03-15,China,32.9711,119.455,631.0,0.0,631.0,0.0,Asia
China/Liaoning,2020-03-15,China,41.2956,122.6085,125.0,1.0,114.0,0.0,Asia
China/Sichuan,2020-03-15,China,30.6171,102.7103,539.0,3.0,516.0,0.0,Asia
China/Tianjin,2020-03-15,China,39.3054,117.323,136.0,3.0,133.0,0.0,Asia
China/Zhejiang,2020-03-15,China,29.1832,120.0934,1231.0,1.0,1211.0,0.0,Asia
Colombia,2020-03-15,Colombia,4.5709,-74.2973,34.0,0.0,0.0,0.0,Americas
Congo,2020-03-15,Congo,-0.228,21.7587,1.0,0.0,0.0,0.0,Africa
Congo,2020-03-15,Congo,-0.228,21.7587,1.0,0.0,0.0,0.0,Africa
Costa Rica,2020-03-15,Costa Rica,9.7489,-83.7534,27.0,0.0,0.0,0.0,Americas
Croatia,2020-03-15,Croatia,45.1667,15.5,49.0,0.0,1.0,0.0,Europe
Czech Republic,2020-03-15,Czech Republic,49.8175,15.473,253.0,0.0,0.0,0.0,Europe
Denmark/Denmark,2020-03-15,Denmark,56.2639,9.5018,864.0,2.0,1.0,0.0,Europe
Denmark/Faroe Islands,2020-03-15,Denmark,61.8926,-6.9118,11.0,0.0,0.0,0.0,Europe
Egypt,2020-03-15,Egypt,26.8206,30.8025,110.0,2.0,21.0,0.0,Africa
Equatorial Guinea,2020-03-15,Equatorial Guinea,1.6508,10.2679,1.0,0.0,0.0,0.0,Africa
Estonia,2020-03-15,Estonia,58.5953,25.0136,171.0,0.0,1.0,0.0,Europe
Finland,2020-03-15,Finland,64.0,26.0,244.0,0.0,10.0,0.0,Europe
France/France,2020-03-15,France,46.2276,2.2137,4499.0,91.0,12.0,0.0,Europe
France/French Guiana,2020-03-15,France,4.0,-53.0,7.0,0.0,0.0,0.0,Europe
France/French Polynesia,2020-03-15,France,-17.6797,149.4068,3.0,0.0,0.0,0.0,Europe
Germany,2020-03-15,Germany,51.1657,10.451526,5795.0,11.0,46.0,0.0,Europe
Ghana,2020-03-15,Ghana,7.9465,-1.0232,6.0,0.0,0.0,0.0,Africa
Greece,2020-03-15,Greece,39.0742,21.8243,331.0,4.0,8.0,0.0,Europe
Guinea,2020-03-15,Guinea,9.9456,-9.6966,1.0,0.0,0.0,0.0,Africa
Guyana,2020-03-15,Guyana,5.0,-58.75,4.0,1.0,0.0,0.0,Americas
Honduras,2020-03-15,Honduras,15.2,-86.2419,3.0,0.0,0.0,0.0,Americas
Hungary,2020-03-15,Hungary,47.1625,19.5033,32.0,1.0,1.0,0.0,Europe
Iceland,2020-03-15,Iceland,64.9631,-19.0208,171.0,5.0,8.0,0.0,Europe
India,2020-03-15,India,21.0,78.9629,113.0,2.0,13.0,0.0,Asia
Indonesia,2020-03-15,Indonesia,-0.7893,113.9213,117.0,5.0,8.0,0.0,Asia
Iran,2020-03-15,Iran,32.427908,53.68804599999999,13938.0,724.0,4590.0,0.0,Asia
Israel,2020-03-15,Israel,31.0461,35.0,251.0,0.0,4.0,0.0,Asia
Jordan,2020-03-15,Jordan,31.24,36.51,8.0,0.0,1.0,0.0,Asia
Kazakhstan,2020-03-15,Kazakhstan,48.0196,66.9237,9.0,0.0,0.0,0.0,Asia
Kuwait,2020-03-15,Kuwait,29.5,47.75,112.0,0.0,5.0,0.0,Asia
Latvia,2020-03-15,Latvia,56.8796,24.6032,30.0,0.0,1.0,0.0,Europe
Lebanon,2020-03-15,Lebanon,33.8547,35.8623,110.0,3.0,1.0,0.0,Asia
Lithuania,2020-03-15,Lithuania,55.1694,23.8813,12.0,0.0,1.0,0.0,Europe
Luxembourg,2020-03-15,Luxembourg,49.8153,6.1317,59.0,1.0,0.0,0.0,Europe
Malaysia,2020-03-15,Malaysia,4.2105,112.5,428.0,0.0,42.0,0.0,Asia
Maldives,2020-03-15,Maldives,3.2028,73.2207,13.0,0.0,0.0,0.0,Asia
Malta,2020-03-15,Malta,35.9375,14.3754,21.0,0.0,1.0,0.0,Europe
Mauritania,2020-03-15,Mauritania,21.0079,10.9408,1.0,0.0,0.0,0.0,Africa
Mexico,2020-03-15,Mexico,23.6345,-102.0,41.0,0.0,4.0,0.0,Americas
Morocco,2020-03-15,Morocco,31.7917,-7.0926,28.0,1.0,1.0,0.0,Africa
Netherlands,2020-03-15,Netherlands,52.1326,5.2913,1135.0,20.0,2.0,0.0,Europe
New Zealand,2020-03-15,New Zealand,-40.9006,174.886,8.0,0.0,0.0,0.0,Oceania
Norway,2020-03-15,Norway,60.472,8.4689,1221.0,3.0,1.0,0.0,Europe
Oman,2020-03-15,Oman,21.512583,57.0,22.0,0.0,9.0,0.0,Asia
Pakistan,2020-03-15,Pakistan,30.3753,69.3451,53.0,0.0,2.0,0.0,Asia
Panama,2020-03-15,Panama,8.538,-80.7821,43.0,1.0,0.0,0.0,Americas
Peru,2020-03-15,Peru,-9.19,-75.0152,43.0,0.0,0.0,0.0,Americas
Philippines,2020-03-15,Philippines,13.0,122.0,140.0,11.0,2.0,0.0,Asia
Poland,2020-03-15,Poland,51.9194,19.1451,119.0,3.0,0.0,0.0,Europe
Portugal,2020-03-15,Portugal,39.3999,-8.2245,245.0,0.0,2.0,0.0,Europe
Reunion,2020-03-15,Reunion,-21.1151,55.5364,7.0,0.0,0.0,0.0,Africa
Romania,2020-03-15,Romania,46.0,25.0,131.0,0.0,9.0,0.0,Europe
Russia,2020-03-15,Russia,61.52401,105.3188,63.0,0.0,8.0,0.0,Europe
Rwanda,2020-03-15,Rwanda,-1.9403,29.8739,1.0,0.0,0.0,0.0,Africa
San Marino,2020-03-15,San Marino,43.9424,12.4578,101.0,5.0,4.0,0.0,Europe
Seychelles,2020-03-15,Seychelles,-4.6796,55.492,2.0,0.0,0.0,0.0,Africa
Singapore,2020-03-15,Singapore,1.3521,103.8333,226.0,0.0,105.0,0.0,Asia
Slovakia,2020-03-15,Slovakia,48.669,19.699,54.0,0.0,0.0,0.0,Europe
Slovenia,2020-03-15,Slovenia,46.1512,14.9955,219.0,1.0,0.0,0.0,Europe
South Africa,2020-03-15,South Africa,-30.5595,22.9375,51.0,0.0,0.0,0.0,Africa
South Korea,2020-03-15,South Korea,36.0,128.0,8162.0,75.0,510.0,0.0,Asia
South Korea,2020-03-15,South Korea,36.0,128.0,8162.0,75.0,510.0,0.0,Asia
Spain,2020-03-15,Spain,40.4637,-3.7492,7798.0,289.0,517.0,0.0,Europe
Sri Lanka,2020-03-15,Sri Lanka,7.8731,81.0,18.0,0.0,1.0,0.0,Asia
Sweden,2020-03-15,Sweden,63.0,18.643501,1022.0,3.0,1.0,0.0,Europe
Switzerland,2020-03-15,Switzerland,46.8182,8.2275,2200.0,14.0,4.0,0.0,Europe
Taiwan,2020-03-15,Taiwan,23.7,121.0,59.0,1.0,20.0,0.0,Asia
Thailand,2020-03-15,Thailand,15.870032,101.0,114.0,1.0,35.0,0.0,Asia
Turkey,2020-03-15,Turkey,38.9637,35.2433,6.0,0.0,0.0,0.0,Asia
UK/Channel Islands,2020-03-15,UK,49.3723,-2.3643509999999996,3.0,0.0,0.0,0.0,Europe
US/Alabama,2020-03-15,US,32.95448677539683,-85.32310504516668,12.0,0.0,0.0,0.0,Americas
US/Arkansas,2020-03-15,US,34.969704,-90.63099988961538,16.0,0.0,0.0,0.0,Americas
US/California,2020-03-15,US,37.843961646034494,-118.11935556326529,426.0,6.0,6.0,0.0,Americas
US/Connecticut,2020-03-15,US,41.61368014,-64.58384860333334,24.0,0.0,0.0,0.0,Americas
US/District of Columbia,2020-03-15,US,38.90417773,-77.01655992,16.0,0.0,0.0,0.0,Americas
US/Florida,2020-03-15,US,28.94075487910448,-81.07566622267856,115.0,4.0,0.0,0.0,Americas
US/Georgia,2020-03-15,US,33.040619,-83.0466550776259,99.0,1.0,0.0,0.0,Americas
US/Guam,2020-03-15,US,13.4443,144.7937,3.0,0.0,0.0,0.0,Americas
US/Hawaii,2020-03-15,US,21.094317999999998,-125.93156463999999,6.0,0.0,0.0,0.0,Americas
US/Idaho,2020-03-15,US,44.2634012584091,-114.42708472307693,5.0,0.0,0.0,0.0,Americas
US/Illinois,2020-03-15,US,40.3495,-87.45090539370368,93.0,0.0,2.0,0.0,Americas
US/Indiana,2020-03-15,US,39.906888021341466,-85.29148706795694,20.0,0.0,0.0,0.0,Americas
US/Iowa,2020-03-15,US,42.10310177116281,-91.47892485684207,18.0,0.0,0.0,0.0,Americas
US/Kentucky,2020-03-15,US,37.75422243044777,-84.12824026176472,20.0,0.0,0.0,0.0,Americas
US/Louisiana,2020-03-15,US,31.169546,-90.30568794114755,91.0,2.0,0.0,0.0,Americas
US/Maine,2020-03-15,US,44.693946999999994,-64.49874688384615,12.0,0.0,0.0,0.0,Americas
US/Maryland,2020-03-15,US,39.063946,-73.39660073958332,32.0,0.0,0.0,0.0,Americas
US/Michigan,2020-03-15,US,44.04362008975902,-82.53538168771432,33.0,0.0,0.0,0.0,Americas
US/Minnesota,2020-03-15,US,45.6945,-92.37811347226415,35.0,0.0,0.0,0.0,Americas
US/Missouri,2020-03-15,US,38.456849347628875,-91.04629021235294,5.0,0.0,0.0,0.0,Americas
US/Montana,2020-03-15,US,46.97469113196428,-107.7758265508772,7.0,0.0,0.0,0.0,Americas
US/Nebraska,2020-03-15,US,41.321794947204275,-93.55767234636365,17.0,0.0,0.0,0.0,Americas
US/New Jersey,2020-03-15,US,40.298904,-71.23052018227273,98.0,2.0,0.0,0.0,Americas
US/New Mexico,2020-03-15,US,34.840515,-105.88710740909092,13.0,0.0,0.0,0.0,Americas
US/New York,2020-03-15,US,42.70500231157894,-73.97152637,732.0,3.0,0.0,0.0,Americas
US/North Carolina,2020-03-15,US,35.6301,-78.71395914811885,33.0,0.0,0.0,0.0,Americas
US/Ohio,2020-03-15,US,40.39930178586667,-82.7649,37.0,0.0,0.0,0.0,Americas
US/Oregon,2020-03-15,US,44.67145508571428,-121.47691959722222,36.0,1.0,0.0,0.0,Americas
US/Texas,2020-03-15,US,31.684297522421517,-97.563461,72.0,0.0,0.0,0.0,Americas
US/Utah,2020-03-15,US,40.150032,-104.67646266874999,28.0,0.0,0.0,0.0,Americas
US/Virginia,2020-03-15,US,37.769337,-77.35055333708335,45.0,1.0,0.0,0.0,Americas
US/Washington,2020-03-15,US,47.400902,-117.39640208,643.0,40.0,1.0,0.0,Americas
US/Wisconsin,2020-03-15,US,44.395143494861124,-87.7893884079592,32.0,0.0,1.0,0.0,Americas
US/Wyoming,2020-03-15,US,43.086885505217396,-107.15324220434782,3.0,0.0,0.0,0.0,Americas
United Arab Emirates,2020-03-15,United Arab Emirates,24.0,54.0,98.0,0.0,23.0,0.0,Asia
Uzbekistan,2020-03-15,Uzbekistan,41.3775,64.5853,1.0,0.0,0.0,0.0,Asia
Venezuela,2020-03-15,Venezuela,6.4238,-66.5897,10.0,0.0,0.0,0.0,Americas
Vietnam,2020-03-15,Vietnam,16.0,108.2772,56.0,0.0,16.0,0.0,Asia
US/West Virginia,2020-03-10,US,39.02448122212121,-80.42142134181819,0.0,0.0,0.0,0.0,Americas
China/Anhui,2020-03-11,China,31.8257,117.2264,990.0,6.0,984.0,0.0,Asia
China/Fujian,2020-03-11,China,26.0789,117.9874,296.0,1.0,295.0,0.0,Asia
China/Qinghai,2020-03-11,China,35.7452,95.9956,18.0,0.0,18.0,0.0,Asia
China/Tibet,2020-03-11,China,31.6927,88.0924,1.0,0.0,1.0,0.0,Asia
China/Xinjiang,2020-03-11,China,41.1129,85.2401,76.0,3.0,73.0,0.0,Asia
China/Jiangxi,2020-03-12,China,27.614,115.7221,935.0,1.0,934.0,0.0,Asia
US/North Dakota,2020-03-12,US,47.58925972040001,-98.39292318685186,1.0,0.0,0.0,0.0,Americas
Aruba,2020-03-13,Aruba,12.5211,-69.9683,2.0,0.0,0.0,0.0,Americas
Bhutan,2020-03-13,Bhutan,27.5142,90.4336,1.0,0.0,0.0,0.0,Asia
China/Hebei,2020-03-13,China,39.549,116.1306,318.0,6.0,310.0,0.0,Asia
China/Shanxi,2020-03-13,China,37.5777,112.2922,133.0,0.0,133.0,0.0,Asia
Congo,2020-03-13,Congo,-0.228,21.7587,2.0,0.0,0.0,0.0,Africa
Congo,2020-03-13,Congo,-0.228,21.7587,2.0,0.0,0.0,0.0,Africa
Cote d'Ivoire,2020-03-13,Cote d'Ivoire,7.54,-5.5471,1.0,0.0,0.0,0.0,Africa
Cuba,2020-03-13,Cuba,22.0,-77.78116700000001,4.0,0.0,0.0,0.0,Americas
Guernsey,2020-03-13,Guernsey,49.45,-2.58,1.0,0.0,0.0,0.0,Europe
Holy See,2020-03-13,Holy See,41.9029,12.4534,1.0,0.0,0.0,0.0,Europe
Mongolia,2020-03-13,Mongolia,46.8625,103.8467,1.0,0.0,0.0,0.0,Asia
Nepal,2020-03-13,Nepal,28.3949,84.25,1.0,0.0,1.0,0.0,Asia
Nigeria,2020-03-13,Nigeria,9.082,8.6753,2.0,0.0,0.0,0.0,Africa
Togo,2020-03-13,Togo,8.6195,0.8248,1.0,0.0,0.0,0.0,Africa
US/Alaska,2020-03-13,US,61.370716,-123.14300349999999,1.0,0.0,0.0,0.0,Americas
Australia/From Diamond Princess,2020-03-14,Australia,35.4437,139.638,0.0,0.0,0.0,0.0,Oceania
Australia/Northern Territory,2020-03-14,Australia,-12.4634,130.8456,1.0,0.0,0.0,0.0,Oceania
Cambodia,2020-03-14,Cambodia,12.5657,104.991,7.0,0.0,1.0,0.0,Asia
China/Henan,2020-03-14,China,33.882,113.614,1273.0,22.0,1250.0,0.0,Asia
China/Hunan,2020-03-14,China,27.6104,111.7088,1018.0,4.0,1014.0,0.0,Asia
Dominica,2020-03-14,Dominica,18.7357,-65.76685,11.0,0.0,0.0,0.0,Americas
France/St Martin,2020-03-14,France,18.0708,-63.0501,2.0,0.0,0.0,0.0,Europe
Gabon,2020-03-14,Gabon,-0.8037,11.6094,1.0,0.0,0.0,0.0,Africa
Jersey,2020-03-14,Jersey,49.19,-2.11,2.0,0.0,0.0,0.0,Europe
Liechtenstein,2020-03-14,Liechtenstein,47.166000000000004,9.5554,4.0,0.0,0.0,0.0,Europe
Namibia,2020-03-14,Namibia,-22.9576,18.4904,2.0,0.0,0.0,0.0,Africa
Saint Vincent and the Grenadines,2020-03-14,Saint Vincent and the Grenadines,12.9843,-61.2872,1.0,0.0,0.0,0.0,Americas
Sudan,2020-03-14,Sudan,12.8628,30.2176,1.0,1.0,0.0,0.0,Africa
Suriname,2020-03-14,Suriname,3.9193,-56.0278,1.0,0.0,0.0,0.0,Americas
UK/Gibraltar,2020-03-14,UK,36.1408,-5.3536,1.0,0.0,1.0,0.0,Europe
Antigua and Barbuda,2020-03-15,Antigua and Barbuda,17.0608,-61.7964,1.0,0.0,0.0,0.0,Americas
Canada/Newfoundland and Labrador,2020-03-15,Canada,53.1355,-57.6604,1.0,0.0,0.0,0.0,Americas
Canada/Prince Edward Island,2020-03-15,Canada,46.5107,-63.4168,1.0,0.0,0.0,0.0,Americas
China/Chongqing,2020-03-15,China,30.0572,107.874,576.0,6.0,570.0,0.0,Asia
China/Gansu,2020-03-15,China,37.8099,103.8343,133.0,2.0,91.0,0.0,Asia
China/Jiangsu,2020-03-15,China,32.9711,119.455,631.0,0.0,631.0,0.0,Asia
China/Sichuan,2020-03-15,China,30.6171,102.7103,539.0,3.0,516.0,0.0,Asia
China/Tianjin,2020-03-15,China,39.3054,117.323,136.0,3.0,133.0,0.0,Asia
Equatorial Guinea,2020-03-15,Equatorial Guinea,1.6508,10.2679,1.0,0.0,0.0,0.0,Africa
France/French Polynesia,2020-03-15,France,-17.6797,149.4068,3.0,0.0,0.0,0.0,Europe
Ghana,2020-03-15,Ghana,7.9465,-1.0232,6.0,0.0,0.0,0.0,Africa
Guinea,2020-03-15,Guinea,9.9456,-9.6966,1.0,0.0,0.0,0.0,Africa
Guyana,2020-03-15,Guyana,5.0,-58.75,4.0,1.0,0.0,0.0,Americas
Maldives,2020-03-15,Maldives,3.2028,73.2207,13.0,0.0,0.0,0.0,Asia
Mauritania,2020-03-15,Mauritania,21.0079,10.9408,1.0,0.0,0.0,0.0,Africa
New Zealand,2020-03-15,New Zealand,-40.9006,174.886,8.0,0.0,0.0,0.0,Oceania
Switzerland,2020-03-15,Switzerland,46.8182,8.2275,2200.0,14.0,4.0,0.0,Europe
US/Guam,2020-03-15,US,13.4443,144.7937,3.0,0.0,0.0,0.0,Americas
US/Idaho,2020-03-15,US,44.2634012584091,-114.42708472307693,5.0,0.0,0.0,0.0,Americas
US/Montana,2020-03-15,US,46.97469113196428,-107.7758265508772,7.0,0.0,0.0,0.0,Americas
US/Wyoming,2020-03-15,US,43.086885505217396,-107.15324220434782,3.0,0.0,0.0,0.0,Americas
Afghanistan,2020-03-16,Afghanistan,33.93911,67.71,21.0,0.0,1.0,0.0,Asia
Albania,2020-03-16,Albania,41.1533,20.1683,51.0,1.0,0.0,0.0,Europe
Algeria,2020-03-16,Algeria,28.0339,1.6596,54.0,4.0,12.0,0.0,Africa
Andorra,2020-03-16,Andorra,42.5063,1.5218,2.0,0.0,1.0,0.0,Europe
Argentina,2020-03-16,Argentina,-38.4161,-63.6167,56.0,2.0,1.0,0.0,Americas
Armenia,2020-03-16,Armenia,40.0691,45.0382,52.0,0.0,0.0,0.0,Asia
Australia/Australian Capital Territory,2020-03-16,Australia,-35.4735,149.0124,2.0,0.0,0.0,0.0,Oceania
Australia/New South Wales,2020-03-16,Australia,-33.8688,151.2093,171.0,2.0,4.0,0.0,Oceania
Australia/Queensland,2020-03-16,Australia,-27.4698,153.4,68.0,0.0,8.0,0.0,Oceania
Australia/South Australia,2020-03-16,Australia,-34.9285,138.6007,29.0,0.0,3.0,0.0,Oceania
Australia/Tasmania,2020-03-16,Australia,-41.4545,147.3272,7.0,0.0,0.0,0.0,Oceania
Australia/Victoria,2020-03-16,Australia,-37.8136,144.9631,71.0,0.0,8.0,0.0,Oceania
Australia/Western Australia,2020-03-16,Australia,-31.9505,115.8605,28.0,1.0,0.0,0.0,Oceania
Austria,2020-03-16,Austria,47.5162,14.5501,1018.0,3.0,6.0,0.0,Europe
Azerbaijan,2020-03-16,Azerbaijan,40.1431,47.5769,15.0,1.0,6.0,0.0,Asia
Bahamas,2020-03-16,Bahamas,25.0343,-76.0,1.0,0.0,0.0,0.0,Americas
Bahrain,2020-03-16,Bahrain,26.0667,50.5577,214.0,1.0,77.0,0.0,Asia
Bangladesh,2020-03-16,Bangladesh,23.685,90.3563,8.0,0.0,2.0,0.0,Asia
Belarus,2020-03-16,Belarus,53.7098,27.9534,36.0,0.0,3.0,0.0,Europe
Belgium,2020-03-16,Belgium,50.8333,4.469936,1058.0,5.0,1.0,0.0,Europe
Benin,2020-03-16,Benin,9.3077,2.3158,1.0,0.0,0.0,0.0,Africa
Bolivia,2020-03-16,Bolivia,-16.2902,-63.5887,11.0,0.0,0.0,0.0,Americas
Bosnia and Herzegovina,2020-03-16,Bosnia and Herzegovina,43.9159,17.6791,25.0,0.0,0.0,0.0,Europe
Brazil,2020-03-16,Brazil,-14.235,-51.9253,200.0,0.0,1.0,0.0,Americas
Brunei,2020-03-16,Brunei,4.5353,114.7277,54.0,0.0,0.0,0.0,Asia
Bulgaria,2020-03-16,Bulgaria,42.7339,25.4858,52.0,2.0,0.0,0.0,Europe
Burkina Faso,2020-03-16,Burkina Faso,12.2383,-1.5616,15.0,0.0,0.0,0.0,Africa
Cameroon,2020-03-16,Cameroon,3.8480000000000003,11.5021,4.0,0.0,0.0,0.0,Africa
Canada/Alberta,2020-03-16,Canada,53.9333,-116.5765,56.0,0.0,0.0,0.0,Americas
Canada/British Columbia,2020-03-16,Canada,53.7267,-123.1207,103.0,4.0,4.0,0.0,Americas
Canada/Grand Princess,2020-03-16,Canada,37.6489,-122.6655,2.0,0.0,0.0,0.0,Americas
Canada/Manitoba,2020-03-16,Canada,53.7609,-98.8139,7.0,0.0,0.0,0.0,Americas
Canada/New Brunswick,2020-03-16,Canada,46.5653,-66.4619,6.0,0.0,0.0,0.0,Americas
Canada/Nova Scotia,2020-03-16,Canada,44.682,-63.7443,5.0,0.0,0.0,0.0,Americas
Canada/Ontario,2020-03-16,Canada,51.2538,-85.3232,177.0,0.0,5.0,0.0,Americas
Canada/Quebec,2020-03-16,Canada,52.9399,-73.5491,50.0,0.0,0.0,0.0,Americas
Canada/Saskatchewan,2020-03-16,Canada,52.9399,-106.4509,7.0,0.0,0.0,0.0,Americas
Central African Republic,2020-03-16,Central African Republic,6.6111,20.9394,1.0,0.0,0.0,0.0,Africa
Chile,2020-03-16,Chile,-35.6751,-71.543,155.0,0.0,0.0,0.0,Americas
China/Beijing,2020-03-16,China,40.1824,116.4142,452.0,8.0,360.0,0.0,Asia
China/Guangdong,2020-03-16,China,23.3417,113.4244,1361.0,8.0,1306.0,0.0,Asia
China/Guangxi,2020-03-16,China,23.8298,108.7881,252.0,2.0,248.0,0.0,Asia
China/Guizhou,2020-03-16,China,26.8154,106.8748,146.0,2.0,144.0,0.0,Asia
China/Hainan,2020-03-16,China,19.1959,109.7453,168.0,6.0,161.0,0.0,Asia
China/Heilongjiang,2020-03-16,China,47.862,127.7615,482.0,13.0,455.0,0.0,Asia
China/Hong Kong,2020-03-16,China,22.3,114.2,155.0,4.0,84.0,0.0,Asia
China/Hubei,2020-03-16,China,30.9756,112.2707,67798.0,3099.0,55142.0,0.0,Asia
China/Inner Mongolia,2020-03-16,China,44.0935,113.9448,75.0,1.0,73.0,0.0,Asia
China/Jilin,2020-03-16,China,43.6661,126.1923,93.0,1.0,92.0,0.0,Asia
China/Liaoning,2020-03-16,China,41.2956,122.6085,125.0,1.0,115.0,0.0,Asia
China/Macau,2020-03-16,China,22.1667,113.55,11.0,0.0,10.0,0.0,Asia
China/Ningxia,2020-03-16,China,37.2692,106.1655,75.0,0.0,75.0,0.0,Asia
China/Shaanxi,2020-03-16,China,35.1917,108.8701,245.0,2.0,233.0,0.0,Asia
China/Shandong,2020-03-16,China,36.3427,118.1498,760.0,7.0,746.0,0.0,Asia
China/Shanghai,2020-03-16,China,31.202,121.4491,355.0,3.0,325.0,0.0,Asia
China/Yunnan,2020-03-16,China,24.974,101.48700000000001,176.0,2.0,172.0,0.0,Asia
China/Zhejiang,2020-03-16,China,29.1832,120.0934,1231.0,1.0,1216.0,0.0,Asia
Colombia,2020-03-16,Colombia,4.5709,-74.2973,54.0,0.0,0.0,0.0,Americas
Congo,2020-03-16,Congo,-0.228,21.7587,2.0,0.0,0.0,0.0,Africa
Congo,2020-03-16,Congo,-0.228,21.7587,2.0,0.0,0.0,0.0,Africa
