tweet_id,timestamp,text,name,stage,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,rating
700002074055016451,2016-02-17 17:01:14,This is Thumas. He covered himself in nanners for maximum camouflage. It didn't work. I can still see u Thumas. 9/10 https://t.co/x0ZDlNqfb1,Thumas,,1340,3318,chihuahua,0.369488,True,schipperke,0.243367,True,pug,0.161614,True,9.0
740365076218183684,2016-06-08 02:09:24,When the photographer forgets to tell you where to look... 10/10 https://t.co/u1GHWxhC85,,,431,2455,bow_tie,0.246313,False,windsor_tie,0.17244600000000002,False,mushroom,0.137516,False,10.0
745712589599014916,2016-06-22 20:18:30,This is Percy. He fell asleep at the wheel. Irresponsible af. 7/10 absolute menace on the roadway https://t.co/QHbvtvaw8E,Percy,,2335,7018,seat_belt,0.379055,False,chow,0.06275449999999999,True,minibus,0.0524226,False,7.0
687818504314159109,2016-01-15 02:08:05,With great pupper comes great responsibility. 12/10 https://t.co/hK6xB042EP,,pupper,940,2481,lakeland_terrier,0.873029,True,soft-coated_wheaten_terrier,0.0609242,True,toy_poodle,0.0170309,True,12.0
669567591774625800,2015-11-25 17:25:28,Meet Kollin. He's a Parakeetian Badminton from Denmark. Great artist. Taking break from research. Loves wicker 9/10 https://t.co/XPLB3eoXiX,Kollin,,53,228,chihuahua,0.980511,True,toy_terrier,0.00916644,True,miniature_pinscher,0.00265851,True,9.0
676821958043033607,2015-12-15 17:51:44,Finally some constructive political change in this country. 11/10 https://t.co/mvQaETHVSb,,,15326,22596,great_pyrenees,0.8698040000000001,True,kuvasz,0.0798143,True,standard_poodle,0.013263,True,11.0
887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,,16451,64603,pembroke,0.809197,True,rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,13.0
668643542311546881,2015-11-23 04:13:37,Fascinating dog here. Loves beach. Oddly long nose for dog. Massive ass paws. Hard to cuddle w. 3/10 would still pet https://t.co/IiSdmhkC5N,,,507,848,common_iguana,0.483972,False,frilled_lizard,0.111377,False,sandbar,0.0789834,False,3.0
796080075804475393,2016-11-08 20:00:55,This is Yogi. He's 98% floof. Snuggable af. 12/10 https://t.co/opoXKxmfFm,Yogi,,2377,8649,chow,0.973846,True,tibetan_mastiff,0.014109899999999996,True,gibbon,0.00235832,False,12.0
741303864243200000,2016-06-10 16:19:48,This is Theodore. He just saw an adult wearing crocs. Did him a frighten. Lost other ear back in nam. 12/10 hero af https://t.co/O4iw9NlLaQ,Theodore,,3207,8777,chihuahua,0.7681560000000001,True,pug,0.0149016,True,pekinese,0.0128158,True,12.0
671789708968640512,2015-12-01 20:35:22,This is space pup. He's very confused. Tries to moonwalk at one point. Super spiffy uniform. 13/10 I love space pup https://t.co/SfPQ2KeLdq,,,3336,6818,dalmatian,0.114259,True,teddy,0.0622752,False,steam_locomotive,0.049700199999999986,False,13.0
673708611235921920,2015-12-07 03:40:24,This is Riley. She's just an adorable football fan. 12/10 I'd watch the sports with her https://t.co/kLV8zUCfc8,Riley,,275,1045,golden_retriever,0.936333,True,cocker_spaniel,0.0242109,True,labrador_retriever,0.00943485,True,12.0
674042553264685056,2015-12-08 01:47:22,Yea I can't handle the cuteness anymore. Curls for days. 12/10 for all https://t.co/sAI6gCGZYX,,,122,700,toy_poodle,0.927975,True,miniature_poodle,0.06894639999999999,True,standard_poodle,0.00131575,True,12.0
711306686208872448,2016-03-19 21:41:44,What hooligan sent in pictures w/out a dog in them? Churlish af. 3/10 just bc that's a neat fluffy bean bag chair https://t.co/wcwoGOkZvz,,,732,3301,leatherback_turtle,0.280835,False,loggerhead,0.12329,False,dandie_dinmont,0.0867925,True,3.0
716802964044845056,2016-04-04 01:41:58,This is Link. He struggles with couches. 10/10 would assist https://t.co/SbX4e6Yg3o,Link,,1163,4263,malinois,0.619577,True,leonberg,0.118089,True,bull_mastiff,0.06650779999999999,True,10.0
736225175608430592,2016-05-27 15:58:54,We only rate dogs. Please stop sending in non-canines like this Alaskan Flop Turtle. This is very frustrating. 10/10 https://t.co/qXteK6Atxc,,,2774,8115,labrador_retriever,0.399217,True,west_highland_white_terrier,0.13771,True,cocker_spaniel,0.0620327,True,10.0
738537504001953792,2016-06-03 01:07:16,This is Bayley. She fell asleep trying to escape her evil fence enclosure. 11/10 night night puppo https://t.co/AxSiqAKEKu,Bayley,puppo,1539,5078,chow,0.808737,True,gibbon,0.028942400000000007,False,pembroke,0.026497900000000005,True,11.0
765222098633691136,2016-08-15 16:22:20,This is Gromit. He's pupset because there's no need to beware of him. Just wants a pettin. 10/10 https://t.co/eSvz4EapHH,Gromit,,3432,11752,dalmatian,0.556595,True,whippet,0.151047,True,american_staffordshire_terrier,0.0964355,True,10.0
774314403806253056,2016-09-09 18:31:54,I WAS SENT THE ACTUAL DOG IN THE PROFILE PIC BY HIS OWNER THIS IS SO WILD. 14/10 ULTIMATE LEGEND STATUS https://t.co/7oQ1wpfxIH,,,5615,22087,eskimo_dog,0.5960449999999999,True,siberian_husky,0.223067,True,saluki,0.0363247,True,14.0
691820333922455552,2016-01-26 03:09:55,This is Brockly. He's an uber driver. Falls asleep at the wheel often. Irresponsible af 8/10 would totally still pet https://t.co/fn1oUlS69Z,Brockly,,1657,3952,minivan,0.332756,False,sports_car,0.129452,False,limousine,0.0739359,False,8.0
815736392542261248,2017-01-02 01:48:06,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0,Akumi,,2319,10032,border_collie,0.5489069999999999,True,cardigan,0.17852300000000002,True,collie,0.146351,True,11.0
784431430411685888,2016-10-07 16:33:21,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,Stormy,,1298,5810,miniature_poodle,0.744819,True,toy_poodle,0.243192,True,standard_poodle,0.0109202,True,12.0
670840546554966016,2015-11-29 05:43:44,Meet Colby. He's that one cool friend that gets you into every party. Great hat. Sneaky tongue slip. 10/10 good pup https://t.co/jBnz3MjTzX,Colby,,187,563,shih-tzu,0.963622,True,lhasa,0.016016700000000002,True,guinea_pig,0.00793192,False,10.0
840268004936019968,2017-03-10 18:27:58,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,Monty,,5723,19267,chesapeake_bay_retriever,0.8639870000000001,True,labrador_retriever,0.0526323,True,kelpie,0.0325736,True,12.0
707610948723478529,2016-03-09 16:56:11,This is Harper. She scraped her elbow attempting a backflip off a tree. Valiant effort tho. 12/10 https://t.co/oHKJHghrp5,Harper,,6340,16931,golden_retriever,0.383223,True,cocker_spaniel,0.16593,True,chesapeake_bay_retriever,0.118199,True,12.0
732732193018155009,2016-05-18 00:39:02,This is Ralpher. He's an East Guinean Flop Dog. Cuddly af. 12/10 https://t.co/rVOLuNRpjH,Ralpher,,535,2433,koala,0.162935,False,staffordshire_bullterrier,0.127969,True,mongoose,0.096421,False,12.0
747963614829678593,2016-06-29 01:23:16,PUPPER NOOOOO BEHIND YOUUU 10/10 pls keep this pupper in your thoughts https://t.co/ZPfeRtOX0Q,,pupper,2145,5795,kelpie,0.307672,True,irish_terrier,0.197486,True,dingo,0.105475,False,10.0
766313316352462849,2016-08-18 16:38:26,This is Oscar. He has legendary eyebrows and he h*ckin knows it. Curly af too. 12/10 would hug passionately https://t.co/xuxZoObmF0,Oscar,,1911,6863,toy_poodle,0.966896,True,miniature_poodle,0.0164243,True,cocker_spaniel,0.0102271,True,12.0
789137962068021249,2016-10-20 16:15:26,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,Bo,,2869,9927,chihuahua,0.746135,True,pekinese,0.0703834,True,pembroke,0.0492369,True,12.0
800018252395122689,2016-11-19 16:49:49,Here's a doggo doin a struggle. 11/10 much determined https://t.co/gQqRBfkX4I,,doggo,13514,29031,vacuum,0.289485,False,punching_bag,0.243297,False,barbell,0.14363,False,11.0
675531475945709568,2015-12-12 04:23:49,This is Ellie AKA Queen Slayer of the Orbs. Very self-motivated. Great yard. Rad foliage. 10/10 would pet diligently https://t.co/c9jmg3Xtzn,Ellie,,371,1157,pembroke,0.918441,True,cardigan,0.0273395,True,siberian_husky,0.020221,True,10.0
788908386943430656,2016-10-20 01:03:11,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",Lucy,,12763,28017,remote_control,0.8815379999999999,False,oscilloscope,0.0355131,False,golden_retriever,0.0340897,True,11.0
666644823164719104,2015-11-17 15:51:26,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,Jimothy,,76,221,ibizan_hound,0.0443334,True,pembroke,0.0432093,True,west_highland_white_terrier,0.0389056,True,9.0
675362609739206656,2015-12-11 17:12:48,This is Daisy. She loves that shoe. Still no seat belt. Super churlish. 12/10 the dogs are killing it today https://t.co/cZlkvgRPdn,Daisy,,226,1023,labrador_retriever,0.479008,True,ice_bear,0.218289,False,kuvasz,0.13991099999999998,True,12.0
701601587219795968,2016-02-22 02:57:08,This is Coopson. He's a Blingin Schnitzel. Built fence himself. One ear is slightly defective. 10/10 would still pet https://t.co/MWw3pVMhJA,Coopson,,449,2085,chihuahua,0.993661,True,pembroke,0.00150487,True,toy_terrier,0.0008666069999999999,True,10.0
735648611367784448,2016-05-26 01:47:51,*faints* 12/10 perfection in pupper form https://t.co/t6TxTwTLEK,,pupper,1098,4017,pembroke,0.462594,True,seat_belt,0.261854,False,cardigan,0.151698,True,12.0
672248013293752320,2015-12-03 02:56:30,10/10 for dog. 7/10 for cat. 12/10 for human. Much skill. Would pet all https://t.co/uhx5gfpx5k,,,577,1679,irish_terrier,0.413173,True,airedale,0.335616,True,toy_poodle,0.0279523,True,12.0
681320187870711809,2015-12-28 03:46:05,This is Glacier. He's a very happy pup. Loves to sing in the sunlight. 11/10 https://t.co/jTBPqKgkz7,Glacier,,739,2644,samoyed,0.362596,True,eskimo_dog,0.245395,True,siberian_husky,0.108232,True,11.0
682059653698686977,2015-12-30 04:44:28,This is Tess. Her main passions are shelves and baking too many cookies. 11/10 https://t.co/IriJlVZ6m4,Tess,,1677,4940,jigsaw_puzzle,0.995873,False,siamese_cat,0.000780885,False,pizza,0.00043248,False,11.0
715680795826982913,2016-03-31 23:22:53,This is Zeus. He's downright fabulous. 12/10 https://t.co/sSugyyRuTp,Zeus,,1608,4283,golden_retriever,0.990715,True,labrador_retriever,0.00222834,True,chow,0.00119715,True,12.0
667937095915278337,2015-11-21 05:26:27,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,,,761,1210,hamster,0.172078,False,guinea_pig,0.0949242,False,band_aid,0.0599952,False,3.0
826958653328592898,2017-02-02 01:01:21,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,Loki,doggo,5072,21811,golden_retriever,0.6173890000000001,True,labrador_retriever,0.33705300000000005,True,tennis_ball,0.00855442,False,12.0
834167344700198914,2017-02-21 22:26:07,This is Sunshine. She doesn't believe in personal space. Eyes pretty far apart for a dog. Has horns (whoa). 11/10 would pet with wonder https://t.co/o3bhLguymB,Sunshine,,3682,15913,ox,0.991682,False,bison,0.00533452,False,water_buffalo,0.00113025,False,11.0
749403093750648834,2016-07-03 00:43:15,Duuun dun... duuun dun... dunn  dun. dunn dun. dun dun dun dun dun dun dun dun dun dun dun dun dun dun dun. 10/10 https://t.co/9qdJ2Q1Cwx,,,537,2637,chesapeake_bay_retriever,0.694541,True,curly-coated_retriever,0.07633530000000001,True,irish_water_spaniel,0.0485495,True,10.0
822462944365645825,2017-01-20 15:17:01,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO",Gabe,pupper,14569,28465,pomeranian,0.960199,True,samoyed,0.0230563,True,maltese_dog,0.00894488,True,14.0
670061506722140161,2015-11-27 02:08:07,"This is Liam. He has a particular set of skills. He will look for you, he will find you, and he will kill you. 11/10 https://t.co/uQMFKv1vjn",Liam,,319,739,italian_greyhound,0.329339,True,american_staffordshire_terrier,0.305294,True,whippet,0.111686,True,11.0
671882082306625538,2015-12-02 02:42:26,This is Batdog. He's sleeping now but when he wakes up he'll fight crime and such. Great tongue. 11/10 for Batdog https://t.co/Clg16EVy9O,Batdog,,1338,3344,ski_mask,0.968325,False,mask,0.0218627,False,abaya,0.00547945,False,11.0
670797304698376195,2015-11-29 02:51:54,This is Trigger. He was minding his own business on stair when he overheard someone say they don't like bacon. 11/10 https://t.co/yqohZK4CL0,Trigger,,229,711,pembroke,0.472197,True,beagle,0.090938,True,german_shepherd,0.06436599999999999,True,11.0
666983947667116034,2015-11-18 14:18:59,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,Pepe.,,929,2438,swab,0.589446,False,chain_saw,0.190142,False,wig,0.0345097,False,11.0
679503373272485890,2015-12-23 03:26:43,This is Dwight. He's a pointy pupper. Very docile. Attracts marshmallows. Hurts to pet but definitely worth it 8/10 https://t.co/jjW7zTxY9Z,Dwight,pupper,1457,3153,porcupine,0.999846,False,meerkat,7.191479999999999e-05,False,echidna,4.44729e-05,False,8.0
686749460672679938,2016-01-12 03:20:05,Strange pup here. Easily manipulated. Rather inbred. Sharp for a dog. Appears uncomfortable. 8/10 would still pet https://t.co/nSQrhwbk1V,,,1450,3471,cheeseburger,0.643808,False,hotdog,0.201378,False,bagel,0.0638797,False,8.0
686377065986265092,2016-01-11 02:40:19,Meet Birf. He thinks he's gone blind. 10/10 very frightened pupper https://t.co/oDkspjNWYX,Birf,pupper,568,2210,german_shepherd,0.830816,True,leonberg,0.0763252,True,bloodhound,0.0374486,True,10.0
708845821941387268,2016-03-13 02:43:08,Here's a pupper with magic eyes. Not wearing a seat belt tho (irresponsible af). Very distracting to driver. 9/10 https://t.co/5DLJB4ssvI,,pupper,897,2975,schipperke,0.74564,True,kelpie,0.167853,True,boston_bull,0.0147629,True,9.0
770414278348247044,2016-08-30 00:14:12,Meet Al Cabone. He's a gangsta puppa. Rather h*ckin ruthless. Shows no mercy sometimes. 11/10 pet w extreme caution https://t.co/OUwWbEKOUV,Al,,2127,6395,maillot,0.5805279999999999,False,maillot,0.08144889999999999,False,golden_retriever,0.0535696,True,11.0
785533386513321988,2016-10-10 17:32:08,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,Dallas,,2038,9294,miniature_pinscher,0.436023,True,black-and-tan_coonhound,0.258049,True,rottweiler,0.145231,True,11.0
808501579447930884,2016-12-13 02:39:32,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10 https://t.co/SQhyqrr8px,Koda,,2671,11544,airedale,0.4542390000000001,True,cocker_spaniel,0.219323,True,irish_terrier,0.093193,True,12.0
821107785811234820,2017-01-16 21:32:06,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,,doggo,2172,9745,pomeranian,0.85659,True,papillon,0.0385365,True,yorkshire_terrier,0.0331458,True,11.0
666063827256086533,2015-11-16 01:22:45,This is the happiest dog you will ever see. Very committed owner. Nice couch. 10/10 https://t.co/RhUEAloehK,,,198,446,golden_retriever,0.77593,True,tibetan_mastiff,0.0937178,True,labrador_retriever,0.07242660000000001,True,10.0
675888385639251968,2015-12-13 04:02:03,Breathtaking scene. A father taking care of his newborn pup. Tugs at the heartstrings. 10/10 restores my faith https://t.co/06oZdehGEa,,,936,2342,west_highland_white_terrier,0.672117,True,old_english_sheepdog,0.146147,True,komondor,0.023141400000000003,True,10.0
673295268553605120,2015-12-06 00:17:55,Meet Eve. She's a raging alcoholic 8/10 (would b 11/10 but pupper alcoholism is a tragic issue that I can't condone) https://t.co/U36HYQIijg,Eve,pupper,3058,7267,golden_retriever,0.889241,True,labrador_retriever,0.06468330000000001,True,great_pyrenees,0.0126126,True,11.0
674291837063053312,2015-12-08 18:17:56,This is Kenny. He just wants to be included in the happenings. 11/10 https://t.co/2S6oye3XqK,Kenny,,5663,14290,cardigan,0.611525,True,pembroke,0.368566,True,chihuahua,0.00332957,True,11.0
681297372102656000,2015-12-28 02:15:26,"This is actually a lion. We only rate dogs. For the last time please only send dogs. Thank u.
12/10 would still pet https://t.co/Pp26dMQxap",,,950,3206,lhasa,0.482401,True,shih-tzu,0.113672,True,pomeranian,0.0962286,True,12.0
710269109699739648,2016-03-17 00:58:46,"The squad is back for St. Patrick's Day! ☘ 💚
13/10 for all https://t.co/OcCDb2bng5",,,1116,2385,pug,0.415495,True,german_shepherd,0.17815699999999998,True,labrador_retriever,0.100202,True,13.0
770787852854652928,2016-08-31 00:58:39,This is Winston. His tongue has gone rogue. Doing him quite a frighten. 10/10 hang in there Winston https://t.co/d0QEbp78Yi,Winston,,1217,4993,bernese_mountain_dog,0.787812,True,greater_swiss_mountain_dog,0.163946,True,entlebucher,0.020293400000000003,True,10.0
782747134529531904,2016-10-03 01:00:34,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,Deacon,doggo,1438,7621,golden_retriever,0.560699,True,otterhound,0.199482,True,clumber,0.0406818,True,11.0
669000397445533696,2015-11-24 03:51:38,Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/ixcuUYCbdD,Terrance,,6107,20176,pembroke,0.82294,True,cardigan,0.177035,True,basenji,2.33526e-05,True,11.0
671743150407421952,2015-12-01 17:30:22,This is a Tuscaloosa Alcatraz named Jacob (Yacōb). Loves to sit in swing. Stellar tongue. 11/10 look at his feet https://t.co/2IslQ8ZSc7,Jacob,,228,726,toy_poodle,0.4194270000000001,True,miniature_poodle,0.237067,True,swing,0.104193,False,11.0
730573383004487680,2016-05-12 01:40:42,This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper https://t.co/CnUl2uDBBV,Rooney,pupper,2124,4890,american_staffordshire_terrier,0.810158,True,labrador_retriever,0.058204999999999986,True,weimaraner,0.027929500000000003,True,10.0
749981277374128128,2016-07-04 15:00:45,This is Atticus. He's quite simply America af. 1776/10 https://t.co/GRXwMxLBkh,Atticus,,2477,5146,bow_tie,0.533941,False,sunglasses,0.0808222,False,sunglass,0.0507762,False,1776.0
866686824827068416,2017-05-22 16:06:55,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,Lili,,3274,18415,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True,12.0
762471784394268675,2016-08-08 02:13:34,Meet Glenn. Being in public scares him. Frighteningly relatable. 12/10 keep hangin in there Glenn (Imgur - Wuhahha) https://t.co/pA4MDKwRci,Glenn,,6490,11321,samoyed,0.540276,True,standard_poodle,0.279802,True,toy_poodle,0.102058,True,12.0
675145476954566656,2015-12-11 02:49:59,What an honor. 3 dogs here. Blond one is clearly a gymnast. Other two just confused. Very nifty pups. 9/10 for all https://t.co/YDgstgIDGs,,,870,2084,labrador_retriever,0.458746,True,great_dane,0.235504,True,staffordshire_bullterrier,0.116864,True,9.0
672160042234327040,2015-12-02 21:06:56,This is Bubba. He's a Titted Peebles Aorta. Evolutionary masterpiece. Comfortable with his body. 8/10 great pupper https://t.co/aNkkl5nH3W,Bubba,pupper,343,841,pug,0.561027,True,french_bulldog,0.222114,True,labrador_retriever,0.0654556,True,8.0
680970795137544192,2015-12-27 04:37:44,I thought I made this very clear. We only rate dogs. Stop sending other things like this shark. Thank you... 9/10 https://t.co/CXSJZ4Stk3,,,654,2416,pug,0.713102,True,whippet,0.05742630000000001,True,quilt,0.0560181,False,9.0
734787690684657664,2016-05-23 16:46:51,This dog is more successful than I will ever be. 13/10 absolute legend https://t.co/BPoaHySYwA,,,6257,12507,golden_retriever,0.883991,True,chow,0.0235416,True,labrador_retriever,0.0160559,True,13.0
677228873407442944,2015-12-16 20:48:40,Say hello to Chuq. He just wants to fit in. 11/10 https://t.co/hGkMCjZzn4,Chuq,,1618,3505,common_iguana,0.566338,False,tennis_ball,0.154646,False,green_lizard,0.0449758,False,11.0
679527802031484928,2015-12-23 05:03:47,This little pupper just arrived. 11/10 would snug https://t.co/DA5aqnSGfB,,pupper,715,2628,mailbox,0.336393,False,cannon,0.158936,False,cuirass,0.0526471,False,11.0
682032003584274432,2015-12-30 02:54:35,This is Ulysses. He likes holding hands and his eyes are magic. 11/10 https://t.co/gPmJHmtgak,Ulysses,,1999,6562,schipperke,0.997953,True,groenendael,0.000676435,True,miniature_pinscher,0.000211246,True,11.0
668989615043424256,2015-11-24 03:08:48,This is Bernie. He's taking his Halloween costume very seriously. Wants to be baked. 3/10 not a good idea Bernie smh https://t.co/1zBp1moFlX,Bernie,,318,654,pug,0.917326,True,waffle_iron,0.014917500000000004,False,chihuahua,0.0135244,True,3.0
859196978902773760,2017-05-02 00:04:57,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you... 12/10 https://t.co/g2nSyGenG9,,,28716,86695,angora,0.224218,False,malamute,0.216163,True,persian_cat,0.128383,False,12.0
678764513869611008,2015-12-21 02:30:45,"Meet Wilson. He got caught humping the futon. He's like ""dude, help me out here"" 10/10 I'd help Wilson out https://t.co/m6XoclB0qv",Wilson,,468,1624,irish_terrier,0.696646,True,australian_terrier,0.0749616,True,irish_setter,0.06390119999999999,True,10.0
732375214819057664,2016-05-17 01:00:32,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE,Kyle,doggo,2505,8056,tennis_ball,0.998673,False,basset,0.000547053,True,golden_retriever,0.00035998,True,11.0
681302363064414209,2015-12-28 02:35:15,This is Chuck. He's a neat dog. Very flexible. Trapped in a glass case of emotion. Devastatingly unfluffy 3/10 https://t.co/YqbU9xHV3p,Chuck,,1807,3925,frilled_lizard,0.326259,False,tailed_frog,0.104539,False,axolotl,0.0724793,False,3.0
666437273139982337,2015-11-17 02:06:42,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,,,42,117,chihuahua,0.6718529999999999,True,beagle,0.12468,True,saluki,0.044094199999999986,True,7.0
667062181243039745,2015-11-18 19:29:52,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,Keet,,49,210,chesapeake_bay_retriever,0.825678,True,vizsla,0.090998,True,kelpie,0.0229562,True,10.0
682750546109968385,2016-01-01 02:29:49,Meet Taco. He's a speckled Garnier Fructis. Loves to shadow box. Ears out of control. Friend clearly impressed 9/10 https://t.co/85X1GHohFr,Taco,,439,1515,english_setter,0.947198,True,english_springer,0.0311277,True,brittany_spaniel,0.00551247,True,9.0
669926384437997569,2015-11-26 17:11:11,I've never seen a dog so genuinely happy about a tennis ball. 12/10 s'cute https://t.co/9RYY2NtHDw,,,94,364,pomeranian,0.984231,True,keeshond,0.0102311,True,papillon,0.00221897,True,12.0
684959798585110529,2016-01-07 04:48:36,This is Jerry. He's a neat dog. No legs (tragic). Has more horns than a dog usually does. Bark is unique af. 5/10 https://t.co/85q7xlplsJ,Jerry,,3116,6818,llama,0.379624,False,triceratops,0.162761,False,hog,0.0842515,False,5.0
867421006826221569,2017-05-24 16:44:18,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,Shikha,puppo,2330,15343,eskimo_dog,0.6164569999999999,True,siberian_husky,0.38133,True,malamute,0.00167022,True,12.0
873580283840344065,2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",,,3626,22872,newfoundland,0.678537,True,tibetan_mastiff,0.244022,True,chow,0.0485295,True,13.0
889880896479866881,2017-07-25 16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,Bruno,,4560,26213,french_bulldog,0.377417,True,labrador_retriever,0.151317,True,muzzle,0.0829811,False,13.0
